Month,Day,HI,LO,Year,"Date Time, GMT-07:00",Week Number,,,,
6,9,60.046,,2013,6/9/13 1:40,1,,,,
6,9,60.046,,2013,6/9/13 1:45,1,,,,
6,9,60.046,,2013,6/9/13 1:50,1,,,,
6,9,60.003,,2013,6/9/13 1:55,1,,,,
6,9,60.003,,2013,6/9/13 2:00,1,,,,
6,9,59.959,,2013,6/9/13 2:05,1,,,,
6,9,59.916,,2013,6/9/13 2:10,1,,,,
6,9,59.916,,2013,6/9/13 2:15,1,,,,
6,9,59.873,,2013,6/9/13 2:20,1,,,,
6,9,59.83,,2013,6/9/13 2:25,1,,,,
6,9,59.83,,2013,6/9/13 2:30,1,,,,
6,9,59.788,,2013,6/9/13 2:35,1,,,,
6,9,59.745,,2013,6/9/13 2:40,1,,,,
6,9,59.702,,2013,6/9/13 2:45,1,,,,
6,9,59.659,,2013,6/9/13 2:50,1,,,,
6,9,59.616,,2013,6/9/13 2:55,1,,,,
6,9,59.572,,2013,6/9/13 3:00,1,,,,
6,9,59.529,,2013,6/9/13 3:05,1,,,,
6,9,59.486,,2013,6/9/13 3:10,1,,,,
6,9,59.486,,2013,6/9/13 3:15,1,,,,
6,9,59.445,,2013,6/9/13 3:20,1,,,,
6,9,59.401,,2013,6/9/13 3:25,1,,,,
6,9,59.401,,2013,6/9/13 3:30,1,,,,
6,9,59.401,,2013,6/9/13 3:35,1,,,,
6,9,59.401,,2013,6/9/13 3:40,1,,,,
6,9,59.401,,2013,6/9/13 3:45,1,,,,
6,9,59.358,,2013,6/9/13 3:50,1,,,,
6,9,59.358,,2013,6/9/13 3:55,1,,,,
6,9,59.358,,2013,6/9/13 4:00,1,,,,
6,9,59.315,,2013,6/9/13 4:05,1,,,,
6,9,59.315,,2013,6/9/13 4:10,1,,,,
6,9,59.315,,2013,6/9/13 4:15,1,,,,
6,9,59.315,,2013,6/9/13 4:20,1,,,,
6,9,59.315,,2013,6/9/13 4:25,1,,,,
6,9,59.315,,2013,6/9/13 4:30,1,,,,
6,9,59.315,,2013,6/9/13 4:35,1,,,,
6,9,59.315,,2013,6/9/13 4:40,1,,,,
6,9,59.315,,2013,6/9/13 4:45,1,,,,
6,9,59.315,,2013,6/9/13 4:50,1,,,,
6,9,59.315,,2013,6/9/13 4:55,1,,,,
6,9,59.315,,2013,6/9/13 5:00,1,,,,
6,9,59.315,,2013,6/9/13 5:05,1,,,,
6,9,59.315,,2013,6/9/13 5:10,1,,,,
6,9,59.315,,2013,6/9/13 5:15,1,,,,
6,9,59.315,,2013,6/9/13 5:20,1,,,,
6,9,59.315,,2013,6/9/13 5:25,1,,,,
6,9,59.315,,2013,6/9/13 5:30,1,,,,
6,9,59.315,,2013,6/9/13 5:35,1,,,,
6,9,59.315,,2013,6/9/13 5:40,1,,,,
6,9,59.315,,2013,6/9/13 5:45,1,,,,
6,9,59.315,,2013,6/9/13 5:50,1,,,,
6,9,59.315,,2013,6/9/13 5:55,1,,,,
6,9,59.315,,2013,6/9/13 6:00,1,,,,
6,9,59.315,,2013,6/9/13 6:05,1,,,,
6,9,59.315,,2013,6/9/13 6:10,1,,,,
6,9,59.315,,2013,6/9/13 6:15,1,,,,
6,9,59.315,,2013,6/9/13 6:20,1,,,,
6,9,59.315,,2013,6/9/13 6:25,1,,,,
6,9,59.315,,2013,6/9/13 6:30,1,,,,
6,9,59.272,,2013,6/9/13 6:35,1,,,,
6,9,59.315,,2013,6/9/13 6:40,1,,,,
6,9,59.315,,2013,6/9/13 6:45,1,,,,
6,9,59.358,,2013,6/9/13 6:50,1,,,,
6,9,59.358,,2013,6/9/13 6:55,1,,,,
6,9,59.401,,2013,6/9/13 7:00,1,,,,
6,9,59.445,,2013,6/9/13 7:05,1,,,,
6,9,59.572,,2013,6/9/13 7:10,1,,,,
6,9,59.572,,2013,6/9/13 7:15,1,,,,
6,9,59.702,,2013,6/9/13 7:20,1,,,,
6,9,59.745,,2013,6/9/13 7:25,1,,,,
6,9,59.745,,2013,6/9/13 7:30,1,,,,
6,9,59.788,,2013,6/9/13 7:35,1,,,,
6,9,59.83,,2013,6/9/13 7:40,1,,,,
6,9,59.873,,2013,6/9/13 7:45,1,,,,
6,9,59.959,,2013,6/9/13 7:50,1,,,,
6,9,60.046,,2013,6/9/13 7:55,1,,,,
6,9,60.174,,2013,6/9/13 8:00,1,,,,
6,9,60.26,,2013,6/9/13 8:05,1,,,,
6,9,60.39,,2013,6/9/13 8:10,1,,,,
6,9,60.517,,2013,6/9/13 8:15,1,,,,
6,9,60.604,,2013,6/9/13 8:20,1,,,,
6,9,60.733,,2013,6/9/13 8:25,1,,,,
6,9,60.818,,2013,6/9/13 8:30,1,,,,
6,9,60.861,,2013,6/9/13 8:35,1,,,,
6,9,60.904,,2013,6/9/13 8:40,1,,,,
6,9,60.991,,2013,6/9/13 8:45,1,,,,
6,9,61.119,,2013,6/9/13 8:50,1,,,,
6,9,61.205,,2013,6/9/13 8:55,1,,,,
6,9,61.205,,2013,6/9/13 9:00,1,,,,
6,9,61.333,,2013,6/9/13 9:05,1,,,,
6,9,61.419,,2013,6/9/13 9:10,1,,,,
6,9,61.462,,2013,6/9/13 9:15,1,,,,
6,9,61.59,,2013,6/9/13 9:20,1,,,,
6,9,61.677,,2013,6/9/13 9:25,1,,,,
6,9,61.891,,2013,6/9/13 9:30,1,,,,
6,9,62.019,,2013,6/9/13 9:35,1,,,,
6,9,62.276,,2013,6/9/13 9:40,1,,,,
6,9,62.748,,2013,6/9/13 9:45,1,,,,
6,9,64.117,,2013,6/9/13 9:50,1,,,,
6,9,64.888,,2013,6/9/13 9:55,1,,,,
6,9,65.574,,2013,6/9/13 10:00,1,,,,
6,9,64.931,,2013,6/9/13 10:05,1,,,,
6,9,64.247,,2013,6/9/13 10:10,1,,,,
6,9,64.845,,2013,6/9/13 10:15,1,,,,
6,9,65.403,,2013,6/9/13 10:20,1,,,,
6,9,65.959,,2013,6/9/13 10:25,1,,,,
6,9,65.872,,2013,6/9/13 10:30,1,,,,
6,9,66.173,,2013,6/9/13 10:35,1,,,,
6,9,65.615,,2013,6/9/13 10:40,1,,,,
6,9,65.444,,2013,6/9/13 10:45,1,,,,
6,9,65.574,,2013,6/9/13 10:50,1,,,,
6,9,66.686,,2013,6/9/13 10:55,1,,,,
6,9,73.299,,2013,6/9/13 11:00,1,,,,
6,9,74.381,,2013,6/9/13 11:05,1,,,,
6,9,74.338,,2013,6/9/13 11:10,1,,,,
6,9,71.661,,2013,6/9/13 11:15,1,,,,
6,9,70.887,,2013,6/9/13 11:20,1,,,,
6,9,69.256,,2013,6/9/13 11:25,1,,,,
6,9,72.007,,2013,6/9/13 11:30,1,,,,
6,9,70.072,,2013,6/9/13 11:35,1,,,,
6,9,69.256,,2013,6/9/13 11:40,1,,,,
6,9,72.653,,2013,6/9/13 11:45,1,,,,
6,9,74.77,,2013,6/9/13 11:50,1,,,,
6,9,72.221,,2013,6/9/13 11:55,1,,,,
6,9,70.673,,2013,6/9/13 12:00,1,,,,
6,9,71.704,,2013,6/9/13 12:05,1,,,,
6,9,70.502,,2013,6/9/13 12:10,1,,,,
6,9,74.25,,2013,6/9/13 12:15,1,,,,
6,9,76.811,,2013,6/9/13 12:20,1,,,,
6,9,77.77,,2013,6/9/13 12:25,1,,,,
6,9,79.216,,2013,6/9/13 12:30,1,,,,
6,9,79.7,,2013,6/9/13 12:35,1,,,,
6,9,80.404,,2013,6/9/13 12:40,1,,,,
6,9,76.681,,2013,6/9/13 12:45,1,,,,
6,9,74.25,,2013,6/9/13 12:50,1,,,,
6,9,74.511,,2013,6/9/13 12:55,1,,,,
6,9,76.942,,2013,6/9/13 13:00,1,,,,
6,9,77.16,,2013,6/9/13 13:05,1,,,,
6,9,77.727,,2013,6/9/13 13:10,1,,,,
6,9,76.203,,2013,6/9/13 13:15,1,,,,
6,9,76.942,,2013,6/9/13 13:20,1,,,,
6,9,77.16,,2013,6/9/13 13:25,1,,,,
6,9,76.986,,2013,6/9/13 13:30,1,,,,
6,9,77.117,,2013,6/9/13 13:35,1,,,,
6,9,76.899,,2013,6/9/13 13:40,1,,,,
6,9,76.768,,2013,6/9/13 13:45,1,,,,
6,9,77.072,,2013,6/9/13 13:50,1,,,,
6,9,77.292,,2013,6/9/13 13:55,1,,,,
6,9,78.339,,2013,6/9/13 14:00,1,,,,
6,9,73.083,,2013,6/9/13 14:05,1,,,,
6,9,73.299,,2013,6/9/13 14:10,1,,,,
6,9,71.49,,2013,6/9/13 14:15,1,,,,
6,9,70.372,,2013,6/9/13 14:20,1,,,,
6,9,68.227,,2013,6/9/13 14:25,1,,,,
6,9,67.627,,2013,6/9/13 14:30,1,,,,
6,9,67.671,,2013,6/9/13 14:35,1,,,,
6,9,67.627,,2013,6/9/13 14:40,1,,,,
6,9,67.627,,2013,6/9/13 14:45,1,,,,
6,9,67.627,,2013,6/9/13 14:50,1,,,,
6,9,67.456,,2013,6/9/13 14:55,1,,,,
6,9,67.158,,2013,6/9/13 15:00,1,,,,
6,9,66.729,,2013,6/9/13 15:05,1,,,,
6,9,66.258,,2013,6/9/13 15:10,1,,,,
6,9,65.829,,2013,6/9/13 15:15,1,,,,
6,9,65.444,,2013,6/9/13 15:20,1,,,,
6,9,65.145,,2013,6/9/13 15:25,1,,,,
6,9,64.845,,2013,6/9/13 15:30,1,,,,
6,9,64.632,,2013,6/9/13 15:35,1,,,,
6,9,64.459,,2013,6/9/13 15:40,1,,,,
6,9,64.288,,2013,6/9/13 15:45,1,,,,
6,9,64.204,,2013,6/9/13 15:50,1,,,,
6,9,63.946,,2013,6/9/13 15:55,1,,,,
6,9,63.732,,2013,6/9/13 16:00,1,,,,
6,9,63.648,,2013,6/9/13 16:05,1,,,,
6,9,63.518,,2013,6/9/13 16:10,1,,,,
6,9,63.561,,2013,6/9/13 16:15,1,,,,
6,9,63.475,,2013,6/9/13 16:20,1,,,,
6,9,63.347,,2013,6/9/13 16:25,1,,,,
6,9,63.262,,2013,6/9/13 16:30,1,,,,
6,9,63.219,,2013,6/9/13 16:35,1,,,,
6,9,63.133,,2013,6/9/13 16:40,1,,,,
6,9,63.09,,2013,6/9/13 16:45,1,,,,
6,9,63.09,,2013,6/9/13 16:50,1,,,,
6,9,63.005,,2013,6/9/13 16:55,1,,,,
6,9,62.962,,2013,6/9/13 17:00,1,,,,
6,9,62.919,,2013,6/9/13 17:05,1,,,,
6,9,62.875,,2013,6/9/13 17:10,1,,,,
6,9,62.875,,2013,6/9/13 17:15,1,,,,
6,9,62.875,,2013,6/9/13 17:20,1,,,,
6,9,62.834,,2013,6/9/13 17:25,1,,,,
6,9,62.791,,2013,6/9/13 17:30,1,,,,
6,9,62.791,,2013,6/9/13 17:35,1,,,,
6,9,62.704,,2013,6/9/13 17:40,1,,,,
6,9,62.748,,2013,6/9/13 17:45,1,,,,
6,9,62.704,,2013,6/9/13 17:50,1,,,,
6,9,62.661,,2013,6/9/13 17:55,1,,,,
6,9,62.661,,2013,6/9/13 18:00,1,,,,
6,9,62.661,,2013,6/9/13 18:05,1,,,,
6,9,62.62,,2013,6/9/13 18:10,1,,,,
6,9,62.661,,2013,6/9/13 18:15,1,,,,
6,9,62.661,,2013,6/9/13 18:20,1,,,,
6,9,62.704,,2013,6/9/13 18:25,1,,,,
6,9,62.704,,2013,6/9/13 18:30,1,,,,
6,9,62.704,,2013,6/9/13 18:35,1,,,,
6,9,62.704,,2013,6/9/13 18:40,1,,,,
6,9,62.748,,2013,6/9/13 18:45,1,,,,
6,9,62.748,,2013,6/9/13 18:50,1,,,,
6,9,62.748,,2013,6/9/13 18:55,1,,,,
6,9,62.748,,2013,6/9/13 19:00,1,,,,
6,9,62.748,,2013,6/9/13 19:05,1,,,,
6,9,62.748,,2013,6/9/13 19:10,1,,,,
6,9,62.748,,2013,6/9/13 19:15,1,,,,
6,9,62.748,,2013,6/9/13 19:20,1,,,,
6,9,62.791,,2013,6/9/13 19:25,1,,,,
6,9,62.791,,2013,6/9/13 19:30,1,,,,
6,9,62.834,,2013,6/9/13 19:35,1,,,,
6,9,62.834,,2013,6/9/13 19:40,1,,,,
6,9,62.834,,2013,6/9/13 19:45,1,,,,
6,9,62.834,,2013,6/9/13 19:50,1,,,,
6,9,62.834,,2013,6/9/13 19:55,1,,,,
6,9,62.834,,2013,6/9/13 20:00,1,,,,
6,9,62.834,,2013,6/9/13 20:05,1,,,,
6,9,62.834,,2013,6/9/13 20:10,1,,,,
6,9,62.834,,2013,6/9/13 20:15,1,,,,
6,9,62.834,,2013,6/9/13 20:20,1,,,,
6,9,62.791,,2013,6/9/13 20:25,1,,,,
6,9,62.748,,2013,6/9/13 20:30,1,,,,
6,9,62.748,,2013,6/9/13 20:35,1,,,,
6,9,62.661,,2013,6/9/13 20:40,1,,,,
6,9,62.661,,2013,6/9/13 20:45,1,,,,
6,9,62.661,,2013,6/9/13 20:50,1,,,,
6,9,62.661,,2013,6/9/13 20:55,1,,,,
6,9,62.704,,2013,6/9/13 21:00,1,,,,
6,9,62.748,,2013,6/9/13 21:05,1,,,,
6,9,62.748,,2013,6/9/13 21:10,1,,,,
6,9,62.748,,2013,6/9/13 21:15,1,,,,
6,9,62.748,,2013,6/9/13 21:20,1,,,,
6,9,62.748,,2013,6/9/13 21:25,1,,,,
6,9,62.748,,2013,6/9/13 21:30,1,,,,
6,9,62.748,,2013,6/9/13 21:35,1,,,,
6,9,62.748,,2013,6/9/13 21:40,1,,,,
6,9,62.704,,2013,6/9/13 21:45,1,,,,
6,9,62.661,,2013,6/9/13 21:50,1,,,,
6,9,62.661,,2013,6/9/13 21:55,1,,,,
6,9,62.661,,2013,6/9/13 22:00,1,,,,
6,9,62.62,,2013,6/9/13 22:05,1,,,,
6,9,62.62,,2013,6/9/13 22:10,1,,,,
6,9,62.577,,2013,6/9/13 22:15,1,,,,
6,9,62.577,,2013,6/9/13 22:20,1,,,,
6,9,62.577,,2013,6/9/13 22:25,1,,,,
6,9,62.533,,2013,6/9/13 22:30,1,,,,
6,9,62.49,,2013,6/9/13 22:35,1,,,,
6,9,62.447,,2013,6/9/13 22:40,1,,,,
6,9,62.319,,2013,6/9/13 22:45,1,,,,
6,9,62.233,,2013,6/9/13 22:50,1,,,,
6,9,62.148,,2013,6/9/13 22:55,1,,,,
6,9,62.019,,2013,6/9/13 23:00,1,,,,
6,9,61.934,,2013,6/9/13 23:05,1,,,,
6,9,61.891,,2013,6/9/13 23:10,1,,,,
6,9,61.761,,2013,6/9/13 23:15,1,,,,
6,9,61.59,,2013,6/9/13 23:20,1,,,,
6,9,61.419,,2013,6/9/13 23:25,1,,,,
6,9,61.248,,2013,6/9/13 23:30,1,,,,
6,9,61.205,,2013,6/9/13 23:35,1,,,,
6,9,61.075,,2013,6/9/13 23:40,1,,,,
6,9,60.948,,2013,6/9/13 23:45,1,,,,
6,9,60.904,,2013,6/9/13 23:50,1,,,,
6,9,60.861,,2013,6/9/13 23:55,1,,,,
6,10,60.818,,2013,6/10/13 0:00,1,,,,
6,10,60.775,,2013,6/10/13 0:05,1,,,,
6,10,60.69,,2013,6/10/13 0:10,1,,,,
6,10,60.69,,2013,6/10/13 0:15,1,,,,
6,10,60.647,,2013,6/10/13 0:20,1,,,,
6,10,60.604,,2013,6/10/13 0:25,1,,,,
6,10,60.561,,2013,6/10/13 0:30,1,,,,
6,10,60.561,,2013,6/10/13 0:35,1,,,,
6,10,60.561,,2013,6/10/13 0:40,1,,,,
6,10,60.561,,2013,6/10/13 0:45,1,,,,
6,10,60.561,,2013,6/10/13 0:50,1,,,,
6,10,60.517,,2013,6/10/13 0:55,1,,,,
6,10,60.517,,2013,6/10/13 1:00,1,,,,
6,10,60.474,,2013,6/10/13 1:05,1,,,,
6,10,60.433,,2013,6/10/13 1:10,1,,,,
6,10,60.433,,2013,6/10/13 1:15,1,,,,
6,10,60.433,,2013,6/10/13 1:20,1,,,,
6,10,60.39,,2013,6/10/13 1:25,1,,,,
6,10,60.346,,2013,6/10/13 1:30,1,,,,
6,10,60.346,,2013,6/10/13 1:35,1,,,,
6,10,60.346,,2013,6/10/13 1:40,1,,,,
6,10,60.346,,2013,6/10/13 1:45,1,,,,
6,10,60.303,,2013,6/10/13 1:50,1,,,,
6,10,60.303,,2013,6/10/13 1:55,1,,,,
6,10,60.303,,2013,6/10/13 2:00,1,,,,
6,10,60.303,,2013,6/10/13 2:05,1,,,,
6,10,60.26,,2013,6/10/13 2:10,1,,,,
6,10,60.26,,2013,6/10/13 2:15,1,,,,
6,10,60.26,,2013,6/10/13 2:20,1,,,,
6,10,60.26,,2013,6/10/13 2:25,1,,,,
6,10,60.26,,2013,6/10/13 2:30,1,,,,
6,10,60.26,,2013,6/10/13 2:35,1,,,,
6,10,60.26,,2013,6/10/13 2:40,1,,,,
6,10,60.174,,2013,6/10/13 2:45,1,,,,
6,10,60.174,,2013,6/10/13 2:50,1,,,,
6,10,60.174,,2013,6/10/13 2:55,1,,,,
6,10,60.089,,2013,6/10/13 3:00,1,,,,
6,10,60.089,,2013,6/10/13 3:05,1,,,,
6,10,60.046,,2013,6/10/13 3:10,1,,,,
6,10,60.003,,2013,6/10/13 3:15,1,,,,
6,10,59.959,,2013,6/10/13 3:20,1,,,,
6,10,59.83,,2013,6/10/13 3:25,1,,,,
6,10,59.788,,2013,6/10/13 3:30,1,,,,
6,10,59.788,,2013,6/10/13 3:35,1,,,,
6,10,59.83,,2013,6/10/13 3:40,1,,,,
6,10,59.788,,2013,6/10/13 3:45,1,,,,
6,10,59.745,,2013,6/10/13 3:50,1,,,,
6,10,59.745,,2013,6/10/13 3:55,1,,,,
6,10,59.745,,2013,6/10/13 4:00,1,,,,
6,10,59.788,,2013,6/10/13 4:05,1,,,,
6,10,59.788,,2013,6/10/13 4:10,1,,,,
6,10,59.745,,2013,6/10/13 4:15,1,,,,
6,10,59.788,,2013,6/10/13 4:20,1,,,,
6,10,59.745,,2013,6/10/13 4:25,1,,,,
6,10,59.745,,2013,6/10/13 4:30,1,,,,
6,10,59.745,,2013,6/10/13 4:35,1,,,,
6,10,59.745,,2013,6/10/13 4:40,1,,,,
6,10,59.745,,2013,6/10/13 4:45,1,,,,
6,10,59.702,,2013,6/10/13 4:50,1,,,,
6,10,59.702,,2013,6/10/13 4:55,1,,,,
6,10,59.659,,2013,6/10/13 5:00,1,,,,
6,10,59.659,,2013,6/10/13 5:05,1,,,,
6,10,59.616,,2013,6/10/13 5:10,1,,,,
6,10,59.616,,2013,6/10/13 5:15,1,,,,
6,10,59.659,,2013,6/10/13 5:20,1,,,,
